"Nom de domaine";"Pays BE";"Departement BE";"Ville BE";"Nom BE";"Sous domaine";"Type du titulaire";"Pays titulaire";"Departement titulaire";"Domaine IDN";"Date de création";"Date de retrait du WHOIS"
abcidia-certification.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;14-04-2009;
abcidia-formation.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;14-04-2009;
ab-cie.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;20-12-2010;
abc-ie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;34;0;11-01-2018;
abcie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;54;0;05-03-2007;
abcie-plastiques.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;54;0;30-03-2015;
abcie-sarl.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;04-04-2016;02-06-2019
abciformation.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;72;0;18-03-2020;
abci.fr;FR;81;CASTRES CEDEX;CAPLASER;fr;ORG;FR;47;0;20-02-1998;
abcigarette.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;ORG;FR;35;0;02-11-2016;02-12-2017
abcigestion.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;04-09-2015;18-09-2017
abcig.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;66;0;23-05-2013;
abci-immobilier.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;16-01-2017;
abciis.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;16;0;26-05-2014;
abcilys.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;69;0;07-06-2008;07-07-2018
abcimage.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;94;0;09-09-2008;
abc-imagique.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;19-05-2011;
abcim.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;69;0;16-07-2018;15-08-2019
abc-immobilier-angers.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;49;0;26-12-2006;
abc-immobilier-bordeaux.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;33;0;07-08-2019;
abc-immobilier.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;12-06-2014;
abcimmobilier.fr;NL;99;BENNEKOM;SONEXO B.V;fr;ORG;NL;99;0;21-03-2007;
abc-immobilier-lyon.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;24-05-2013;
abcimmobilier38.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;25-03-2013;24-05-2015
abcimmobilier-58.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;58;0;28-04-2000;06-03-2020
abcimmoblier.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;12-01-2017;12-03-2018
abc-immodiag-finistere.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;29;0;12-02-2020;
abc-immodiag.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;44;0;20-03-2012;
abcimmodiag-la-reunion.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;19-03-2018;
abc-immo-drome.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;73;0;23-06-2020;
abc-immo.fr;FR;93;VILLEPINTE;COSMO SOFT;fr;ORG;FR;34;0;31-10-2002;
abcimmo.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;09-01-2009;
abcimmoneuf.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;21-04-2015;
abcimmo-reitzer.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;94;0;05-06-2006;31-08-2020
abcimmo-rouen.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;76;0;18-01-2017;
abc-immoservices.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;44;0;10-09-2018;
abc-immo-vercors.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;73;0;18-08-2020;
abcimmo75.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;fr;ORG;FR;75;0;10-03-2005;
abcimmo83.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;83;0;15-10-2014;
abcimmo88.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;88;0;21-07-2014;
abcimplantdentaire.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;24-03-2006;
abcimplant.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;24-03-2006;
abcimpluviumdevolvic.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;63;0;31-10-2018;
abc-impression.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;24;0;17-04-2013;06-06-2015
abc-imprimerie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;24;0;17-04-2013;06-06-2015
abcindustrie.fr;FR;49;ANGERS;VIADUC;fr;ORG;FR;13;0;08-02-2007;
abcinema.fr;FR;13;AIX EN PROVENCE;HOSTEUR;fr;PERSON;FR;13;0;26-02-2014;31-03-2015
abc-infiltrometrie.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;17;0;27-09-2012;
abcinfiltrometrie.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;01;0;25-05-2014;25-06-2017
abcinfirmiere.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;PERSON;FR;38;0;20-04-2011;
abc-infirmieres.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;46;0;08-12-2011;06-02-2016
abcinfo-conseil.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;PERSON;FR;44;0;11-12-2013;
abc-info-eure-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;08-11-2019;
abc-info.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;27;0;13-01-1998;
abcinfo.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;26;0;19-05-2004;
abcinfographie.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;06;0;14-10-2018;
abc-info-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;26-07-2017;
abc-informatia.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;12-10-2010;
abc-informatik.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;11-04-2006;
abcinformatik.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;11-04-2006;
abc-informatique.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;04-04-2006;
abcinformatique.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;12-03-2003;
abc-informatique-lannion.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;22;0;12-03-2011;13-04-2015
abcinformatique-02.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;02;0;02-07-2015;31-08-2016
abc-informatique16.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;;;;0;08-01-2011;08-02-2014
abcinformatique38.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;PERSON;FR;38;0;16-07-2020;
abc-informatique-69.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;69;0;09-10-2010;12-11-2015
abc-informatique-79.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;79;0;12-12-2014;
abc-info-seine-maritime-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;08-11-2019;
abc-infosystem.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;02-10-2006;
abc-info-yvelines-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;08-11-2019;
abcinfo30.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;30;0;27-04-2016;27-05-2018
abcinfo47.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;47;0;22-04-2014;
abc-ingenery.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;62;0;10-10-2014;
abcing.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;91;0;05-10-2012;
abc-ink.fr;FR;93;MONTREUIL;NUXIT;fr;ORG;FR;31;0;02-03-2015;24-04-2017
abcink.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;NL;99;0;03-03-2020;
abc-innovation.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;34;0;15-06-2018;
abcinsertion.fr;FR;75;PARIS;GANDI;fr;ORG;FR;95;0;27-11-2014;
abcinside.fr;DK;99;COPENHAGUE V;One.com A/S;fr;PERSON;FR;38;0;19-05-2013;02-07-2015
abcinstitut.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;51;0;04-02-2008;
abc-insurance.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;FR;06;0;25-02-2013;27-03-2015
abcinsurance.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;16-04-2013;18-05-2017
abcinterieur.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;91;0;15-01-2017;
abc-interim.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;75;0;22-04-2013;
abcinterim.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;69;0;21-04-2016;12-06-2017
abc-international.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;12-03-1999;
abcinternational.fr;FR;75;PARIS;GANDI;fr;ORG;FR;06;0;03-07-2020;
abcintertim.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;69;0;21-04-2016;12-06-2017
abcinterventionsdepannage.fr;FR;75;PARIS;GANDI;fr;ORG;FR;83;0;16-11-2015;
abcint.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;RO;99;0;03-07-2014;02-08-2020
abcintl.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;94;0;28-11-2014;
abc-intra.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;59;0;08-12-2010;
abcinvest.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;26;0;29-10-2015;
abc-investigation.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;28-02-2007;01-04-2017
abc-investigations.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;35;0;24-06-2017;29-10-2019
abcio.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;56;0;28-12-2017;
abcion.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;92;0;13-05-2011;14-07-2020
abc-iphone.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;16-02-2011;17-04-2019
abci-plomberie-nord.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;23-12-2014;20-02-2016
abcircle.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;95;0;07-05-2009;
abci-saintmaximin.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;83;0;12-09-2014;
abcis-architecture.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;28;0;06-08-2019;
abcis-audit.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;21-11-2016;
abcisbretagne.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;86;0;11-12-2015;
abcis-conseil.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;30;0;15-05-2013;
abcis-conseils.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;76;0;24-01-2014;
abcis-consultants.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;43;0;29-05-2000;
abcis-developpement.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;34;0;29-11-2010;27-01-2018
abcisdeveloppement.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;34;0;29-11-2010;27-01-2018
abcis-domiciliation.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;fr;PERSON;FR;75;0;30-01-2012;15-10-2018
abcis-entrepreneurs.fr;FR;75;PARIS;GANDI;fr;ORG;FR;69;0;07-09-2017;
abcis.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;21-04-1999;
abcis-france.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;30;0;16-05-2013;
abcis-immobilier.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;19;0;23-08-2013;10-11-2016
abcisimmobilier.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;19;0;28-10-2015;26-11-2019
abcis-immobilierfr.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;19;0;02-10-2015;31-10-2016
abcisimmo.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;;;;0;06-12-2011;03-02-2014
abcis-industries.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;56;0;23-12-2011;
abcis-informatique.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;fr;ORG;FR;92;0;01-12-2009;
abcis-ingenierie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;76;0;24-01-2014;24-03-2016
abcismenuiserie.fr;FR;75;PARIS;GANDI;fr;ORG;FR;03;0;01-12-2017;29-01-2020
abcisnet.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;92;0;24-09-2001;
abciso.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;59;0;28-11-2012;
abc-isolation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;10-02-2017;
abcisolation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;27-02-2009;
abc-isolations.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;08-06-2010;
abcisolations.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;01-11-2010;
abc-isolation-toulon.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;83;0;29-11-2016;28-01-2018
abcispatrimoine.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;37;0;09-02-2009;
abcis-peugeot-beauvais.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;60;0;15-05-2014;15-06-2015
abcis-picardie.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;86;0;05-12-2008;
abcispicardie.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;86;0;17-07-2015;
abcispro.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;83;0;15-02-2013;16-04-2016
abcispyrenees.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;86;0;11-12-2015;
abcis-pyrenees-pneus.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;86;0;27-01-2015;
abcis-reprise-entreprise.fr;FR;75;PARIS;GANDI;fr;ORG;FR;56;0;02-04-2009;04-11-2014
abcissetaxi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;74;0;07-03-2013;14-11-2017
abciss-formation-online.fr;FR;75;PARIS;GANDI;fr;ORG;FR;29;0;17-12-2018;
abciss.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;05-03-2004;
abcis-solution.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;76;0;24-01-2014;24-03-2016
abcis-taxi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;11-09-2007;
abcis77-combles.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;77;0;26-04-2007;
abcis77.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;28-04-2014;27-06-2017
abc-it.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;27-10-2012;
abcit.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;03-08-2013;
abci-thiais.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;20-07-2012;
abcitransition.fr;DK;99;COPENHAGUE V;One.com A/S;fr;PERSON;FR;66;0;20-02-2018;
abci-villejuif.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;20-07-2012;
abci13.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;75;0;16-10-2008;
abci87.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;87;0;09-09-2019;
abcjaideciderdemaigrir.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;07-06-2019;
abc-japprends-mieux.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;28-12-2015;
abc-jardinage.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;63;0;07-02-2018;
abc-jardin-et-services.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;51;0;25-01-2012;
abcjardinetservices.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;23-02-2012;05-08-2018
abc-jardin.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;33;0;02-09-2014;
abcjardin.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;33;0;02-09-2014;
abcjardin-montelimar.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;15-11-2018;
abcjardins.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;BE;99;0;22-02-2007;
abc-jardins-montelimar.fr;FR;75;PARIS;GANDI;fr;ORG;FR;26;0;20-10-2011;
abc-jardins-06.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;23-10-2019;
abcjardin35.fr;FR;75;PARIS;GANDI;fr;ORG;FR;35;0;10-08-2018;
abcj-consulting.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;PERSON;FR;59;0;19-03-2009;
abcjedeviensecolo.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;07-06-2019;
abcjeprendssoindemaplanete.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;07-06-2019;
abcjeux.fr;FR;49;ANGERS;VIADUC;fr;ORG;FR;45;0;01-06-2017;
a-bcj.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;74;0;14-03-2013;
abcj.fr;NL;99;BENNEKOM;SONEXO B.V;fr;ORG;NL;99;0;10-04-2006;
abcjob.fr;FR;59;ROUBAIX;OVH;fr;PERSON;RE;974;0;26-04-2015;25-06-2016
abc-jomain.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;30;0;19-04-2011;18-05-2016
abc-joomla.fr;FR;38;GRENOBLE;KIFCORP;fr;PERSON;FR;38;0;06-07-2014;
ab-cjouer.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;ORG;FR;42;0;24-12-2015;
abcjouet.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;15-09-2016;24-10-2018
abc-jouets.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;59;0;13-12-2007;
abcjouets.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;91;0;09-01-2014;09-02-2015
abcjp-remorquageparis.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;95;0;23-02-2016;25-03-2019
abcjustice-constat.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;15-09-2018;13-11-2018
abcjustice-constats.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;15-09-2018;13-11-2018
abc-justice.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;PERSON;FR;81;0;01-06-2017;
abcjustice.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;17-10-2017;
abc-kemeja.fr;DE;99;HOMBURG;1API GmbH;fr;PERSON;DE;99;0;05-02-2016;
abckids.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;FR;95;0;17-07-2020;
abc-kidz.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;30-03-2016;
abckpi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;84;0;18-05-2020;
abc-label.fr;LU;99;LEUDELANGE;EURODNS S.A.;fr;ORG;FR;31;0;12-09-2011;
abclab.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;28-09-2015;
abc-lafourcade.fr;FR;66;PERPIGNAN CEDEX;ARSYS INTERNET EURL;fr;ORG;FR;13;0;26-03-2007;
abc-laines-tricots.fr;FR;75;PARIS;GANDI;fr;ORG;FR;77;0;16-04-2013;
ab-clairnet.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;42;0;19-03-2020;
abc-la-loupiote.fr;FR;75;PARIS;GANDI;fr;ORG;FR;76;0;16-09-2011;
abclaloupiote.fr;FR;75;PARIS;GANDI;fr;ORG;FR;76;0;16-09-2011;
abclandes40.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;40;0;26-04-2018;
abc-langages.fr;FR;75;PARIS;GANDI;fr;ORG;FR;54;0;02-08-2017;
abclangages.fr;FR;75;PARIS;GANDI;fr;ORG;FR;54;0;09-03-2016;
abclange-creation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;14-06-2016;25-11-2019
abclangecreation.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;57;0;22-09-2010;
abc-lasershows.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;38;0;13-10-2017;12-11-2018
ab-classement.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;76;0;07-05-1998;
abclboissy.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;78;0;05-07-2012;
abcld-country.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;24-05-2019;
abcld-country-lebarp.fr;CA;99;LAVAL (GRAND MONTREAL);PLANETHOSTER;fr;PERSON;FR;33;0;03-10-2019;
ab-clean-car.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;01-03-2016;30-04-2018
abcleancar.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;01-03-2016;30-04-2019
abcleanchampagne.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;10;0;28-03-2017;
ab-clean.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;30;0;05-07-2016;
abclean.fr;NL;99;BENNEKOM;SONEXO B.V;fr;ORG;NL;99;0;23-12-2013;
abcleaning.fr;FR;49;ANGERS;VIADUC;fr;ORG;FR;88;0;06-08-2020;
abcleanpressingecologique.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;53;0;10-08-2011;27-10-2017
abclean73.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;73;0;24-02-2020;
abclearn.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;13;0;12-06-2020;
abc-learning.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;43;0;20-09-2012;
abclearning.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;43;0;20-09-2012;
abc-le-concept-securite.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;92;0;21-09-2010;
abcleco2.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;12-02-2019;
abclecture.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;91;0;02-03-2015;03-04-2017
abcled.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;NL;99;0;24-01-2017;
abclediscounter.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;09-03-2013;08-05-2015
abcleen.fr;FR;75;PARIS;GANDI;fr;ORG;FR;44;0;04-07-2018;
abc-lema9.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;92;0;27-04-2015;27-05-2017
abclenergie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;21;0;09-03-2012;
abc-lesprix.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;08-04-2012;
abclesprix.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;59;0;21-06-2006;
abclestudio.fr;FR;34;CLAPIERS - MONTPELLIER;NETSAMPLE;fr;ORG;FR;75;0;07-03-2000;
abcletaux.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;92;0;30-09-2008;31-10-2014
abc-lettre.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;27-12-2004;
abc-lettres.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;27-12-2004;
abclettres.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;02-05-2006;
ab-cl.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;13-12-2017;
abcl.fr;FR;75;PARIS;NAMESHIELD;fr;ORG;FR;94;0;08-05-2004;
abc-lhesdinois.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;07-09-2012;
abc-liberal.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;03-03-2019;
abcliberal.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;03-03-2019;
abc-liberte.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;13;0;24-05-2006;
abc-lib.fr;FR;75;PARIS;GANDI;fr;ORG;FR;30;0;06-11-2018;
abclibrairie.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;94;0;06-05-2011;04-08-2019
ab-clic.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;59;0;13-04-2014;17-05-2015
abclic.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;65;0;09-04-2012;
abclick.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;26-02-2018;
abclicservices.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;43;0;21-01-2018;
abclift.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;07-03-2013;
abclighting.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;31;0;17-12-2014;16-01-2020
abc-lignes-et-styles.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;61;0;19-10-2013;
abc-limasset.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;;;;0;22-05-2013;21-07-2014
abclimatic.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;61;0;19-04-2018;18-06-2020
ab-climatique.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;20;0;23-11-2012;08-03-2019
abclimatique.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;20;0;15-09-2012;08-03-2019
abclimatisation.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;18;0;02-05-2019;
ab-climatisation-nice.fr;FR;75;PARIS;GANDI;fr;ORG;FR;06;0;08-11-2017;
abclim-climatisation.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;91;0;01-02-2018;
abclimdiff.fr;FR;83;GAREOULT;ACTION GIRATOIRE;fr;ORG;FR;06;0;04-09-2007;24-11-2018
